ท่านควรปฏิบัติอย่างไรเมื่อต้องการจะเลี้ยวซ้ายที่ทางแยกนี้ แต่ทัศนวิสัยของถนนถูกบดบัง,https://lh3.googleusercontent.com/EcgChAP2AQUQ8CVGbs783XS9LwJfA2-wvAAV4VLrUlIhwbF15Lt0Gwh9XhgZ7vI8IAMiHcrlWcCN0pCq--THcd82GMckMzNWKRhBPQKEbF4-5Z88DDY0IEfmfkMFkCB5=w283,"อยู่ให้ห่างและคอยดูว่ามีอะไรผ่านมาหรือไม่, หยุดและใช้เบรกมือแม้ว่าถนนจะว่าง, ค่อยๆขับอย่างช้าๆ จนกว่าจะมองเห็นทัศนวิสัยได้ชัดเจน, เพิ่มความเร็วเพื่อจะได้เข้าสู่แยกได้เร็วขึ้น",ค่อยๆขับอย่างช้าๆ จนกว่าจะมองเห็นทัศนวิสัยได้ชัดเจน
จากภาพผู้ขับขี่รถคันใดสามารถขับรถแซงผ่านขึ้นหน้ารถคันอื่นได้,https://lh6.googleusercontent.com/qzWNH-_7HDUOm2vG2q9Et67ns4vyvF1fXMY5L4NHBGIpcj0nWqDD8cvtsZg9tA_ERPXTZU5evCeHtfFruUNj0FDOdzZGHA0Iup2Ie1lzHQpHosRfCXABSQTVywDorX7O=w270,"รถคัน ก., รถคัน ก และคัน ข, รถคัน ข., รถจักรยานยนต์",รถคัน ข.
ข้อใดถูกต้อง,,"การเปลี่ยนช่องเดินรถไปทางด้านขวาหรือซ้ายไม่ต้องดูกระจกด้านซ้ายหรือขวา, รถบรรทุกคนโดยสารต้องขับในช่องเดินรถด้านขวาสุด, รถบรรทุกสิ่งของต้องขับในช่องเดินรถด้านขวาสุด, รถจักรยานยนต์ต้องขับในช่องเดินรถด้านซ้ายสุด",รถจักรยานยนต์ต้องขับในช่องเดินรถด้านซ้ายสุด
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh5.googleusercontent.com/rCBFEqcaJdXCZPMOgpvJSnXhtMY4EUrHA3Bv-sF0V8cdQ-dmphPVgI3Rm7M9jzQ9Ptt3WAVZWkvnIyOI-hd3dByxR3nPeOQIfksLePKevgQvpTibz7KAYXzhuBoUhS1I=w79,"ให้ใช้ความเร็ว, ให้เลี้ยวซ้าย, ห้ามเลี้ยวขวา, สุดเขตบังคับ",สุดเขตบังคับ
บุคคลใดในข้อต่อไปนี้สามารถขอรับใบอนุญาตขับรถส่วนบุคคลได้,,"นายชาย ไม่เป็นผู้มีร่างกายพิการจนเป็นที่เห็นได้ว่าไม่สามารถขับรถได้, นางแดง เป็นผู้อยู่ระหว่างถูกพักใช้ใบอนุญาต, นางหญิง เป็นบุคคลวิกลจริตหรือจิตฟั่นเฟือน, นายดำ เป็นผู้อยู่ระหว่างถูกยึดใบอนุญาต",นายชาย ไม่เป็นผู้มีร่างกายพิการจนเป็นที่เห็นได้ว่าไม่สามารถขับรถได้
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ควรปฏิบัติอย่างไร,https://lh3.googleusercontent.com/rixVyyNPWdu5icOzrvs4qkzkL87SzEvBqYbsF9WoYMItI_r1e6IGlePl5f_aqJ8vxo0ZIE6kJ0W0CCvJ3ygs1tyY4N2A9XraQ1r2vvGvG-bnruKdJc-sEXnLSqCe0ymg=w102,"ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ขับรถด้วยความรวดเร็ว เพราะมีหินร่วง, ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ทางลงลาดชัน ให้ใช้เกียร์ว่าง, ขับรถให้ช้าลง และระมัดระวังอันตรายจากรถที่สวนมา ทางข้างหน้าเป็นทางขึ้นลาดชัน, ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ให้ปลดเกียร์ หรือดับเครื่องทันทีเพื่อความปลอดภัย",ขับรถให้ช้าลง และระมัดระวังอันตรายจากรถที่สวนมา ทางข้างหน้าเป็นทางขึ้นลาดชัน
หากน้ำหล่อเย็นในระบบเครื่องยนต์ไม่เพียงพอสำหรับการระบายความร้อน จะส่งผลอย่างไร,,"ไม่มีข้อใดถูก, เครื่องยนต์อุณหภูมิสูงผิดปกติ, น้ำมันหมด, หัวเทียนดับ",เครื่องยนต์อุณหภูมิสูงผิดปกติ
เมื่อท่านขับรถตามรถบรรทุกเข้าสู่ทางแยก คนขับรถบรรทุกให้สัญญาณเลี้ยวซ้าย ควรปฏิบัติอย่างไร,,"แซงรถบรรทุก หากมีพื้นที่มากพอ, ห้ามแซงรถบรรทุกจนกว่ารถบรรทุกจะเริ่มเลี้ยว, ห้ามแซงรถบรรทุกขณะอยู่ที่ทางแยก, แซงรถบรรทุกเฉพาะในกรณีที่ไม่มีรถสวน",ห้ามแซงรถบรรทุกขณะอยู่ที่ทางแยก
หากเกิดฝนตกหนักจนมองเห็นทางไม่ชัดเจน ผู้ขับขี่ควรปฏิบัติอย่างไร,,"เปิดไฟหน้าเร่งความเร็วผ่านบริเวณที่ฝนตกหนัก, จอดรถทันที, เร่งความเร็วให้ผ่านบริเวณที่ฝนตกโดยเร็ว, จอดรถบริเวณที่ปลอดภัย เปิดไฟหน้ารถและเปิดไฟฉุกเฉิน",จอดรถบริเวณที่ปลอดภัย เปิดไฟหน้ารถและเปิดไฟฉุกเฉิน
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ควรปฏิบัติอย่างไร,https://lh6.googleusercontent.com/YZ_vaC3r5gxhjX-KsCvjRsc2mCHlOIK496H3ocngYlgjfNpdcnzft-Q5JMWUnT6vQU_lht739BdXS37wO8QHYc63KYM8oVupgZE0JW7Rzpj_bJwl30mtM48WX3W_e3xO=w214,"ขับรถให้ช้าลง และระมัดระวังทางข้างหน้าอาจมีรถเข้ามาร่วมจากทางซ้าย, ขับรถให้ช้าลง และระมัดระวังทางข้างหน้ามีทางโค้งรัศมีแคบเลี้ยวซ้าย, ขับรถให้ช้าลง และระมัดระวังทางข้างหน้ามีทางโค้งซ้าย, ขับรถให้ช้าลง และระมัดระวังทางข้างหน้ามีทางโค้งขวา",ขับรถให้ช้าลง และระมัดระวังทางข้างหน้าอาจมีรถเข้ามาร่วมจากทางซ้าย
การเติมน้ำกลั่นควรให้อยู่ระดับใดของแบตเตอรี่,,"เติมให้อยู่ระดับสูงกว่าที่กำหนดเล็กน้อย, เติมให้อยู่ในระดับที่กำหนด, เติมจนล้นแล้วปิดฝา, เติมให้อยู่ระดับขีดต่ำกว่าที่กำหนดเล็กน้อย",เติมให้อยู่ในระดับที่กำหนด
ผู้ขับขี่ต้องขับรถในทางเดินรถด้านซ้าย ยกเว้นกรณีใดสามารถเดินรถทางขวาหรือ ล้ำกึ่งกลางของทางเดินรถได้,,"ทางเดินรถกว้างมาก, ไม่มีรถสวนทางมา, ทางเดินรถมีน้ำท่วมขัง, ด้านซ้ายของทางเดินรถมีสิ่งกีดขวาง",ด้านซ้ายของทางเดินรถมีสิ่งกีดขวาง
และต้องการที่จะเคลื่อนตัวออก ท่านควรปฏิบัติอย่างไร,,"เปิดสัญญาณไฟเพื่อเตือนให้รถคันที่ตามมาชะลอความเร็วลง, มองกระจกข้างด้านขวาและกระจกมองหลัง เปิดไฟเลี้ยวขวา ออกรถเมื่อปลอดภัย, ไม่จำเป็นต้องหันมองดูรถที่จอดอยู่ข้างหน้า มองแค่รถที่ตามมาก็พอ, ให้สัญญาณมือเพื่อขอทาง",มองกระจกข้างด้านขวาและกระจกมองหลัง เปิดไฟเลี้ยวขวา ออกรถเมื่อปลอดภัย
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh6.googleusercontent.com/gFXl5VslygQZ76OpKO5Qqk9Wf69z9n1z44GNzOZlFb9JJhX8rJQV0MJk5e9mNJ3v-_TApeqhvM4L3IebyI2rFph0KTB-KbMhrczpVfX_ngZNXRO3uDn2PjeR1imori1g=w76,"ให้รถทุกชนิดขับวนด้านขวาของวงเวียน, ให้ขับรถแทรกหรือตัดหน้ารถคันอื่นในวงเวียนได้, ให้ขับรถวนทางซ้ายของวงเวียนและหยุดให้รถในวงเวียนผ่านไปก่อน, ให้รถยนต์ขับรถทางเดียวด้านซ้าย",ให้ขับรถวนทางซ้ายของวงเวียนและหยุดให้รถในวงเวียนผ่านไปก่อน
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh4.googleusercontent.com/ZvIAb5mHytTgq3X0FGIDy3NKUGQNiOCLwWgnlb8kP0Qu65oQ63q3pC2_nmyKSt4goODsAJ4KALECbRTQ_Us7g4I4kdAZMAvOy3sDrna0IebP7Crkognvn6Zj8mnKf9fa=w73,"ห้ามเดินรถทางเดียวไปทางซ้าย, ให้เดินรถทางเดียวไปทางซ้าย, ให้เดินรถไปทางขวาเท่านั้น, ห้ามเดินรถไปทางขวา",ให้เดินรถทางเดียวไปทางซ้าย
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ควรปฏิบัติอย่างไร,https://lh6.googleusercontent.com/dqHBV4Nv0kOpZb5Gz8r9gmTNhsgzCvc55po7TEASW0HPn4Tq1qesrydyoXj8NuCWZ_P3mM4Q-nGWopMYEnSn-awJDMk2f9OCyw14FUCKiyGqxcAAVdZ6CUUG8kUttABx=w200,"ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ทางโทแยกทางโททางขวา, ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ทางข้างหน้ามีทางโทแยกไปทางขวา, ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ทางเอกแยกทางเอกทางซ้าย, ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ทางเอกแยกทางเอกทางขวา",ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ทางข้างหน้ามีทางโทแยกไปทางขวา
จากภาพข้อใดถูกต้อง,,"ตัวเลือก 1 $https://lh3.googleusercontent.com/c_xF1vJ1SfnjCxhpSZFxxmATO4f6yeAKP8aectGTEqAKgD9oXY-ubRnqI3wGU0c16LRC-vwsIiu89t-PewKUIXT9CTvjFzA_G_qQz1cQ9TWhRvCF2O37vDgGHCx2q0bL=w176, ตัวเลือก 2 $https://lh5.googleusercontent.com/ifx51nvhOjCZUp2Ly99KVmhTg2vvHqu_Onnv628dKNGsdhgG-XJBj8KWJzxjqEHBWJ3KMZV_wNTMa2HCMYZHLGkX2h4_HI0EJP-gXu--KwzPV1JTnO7Oi5V4mZylPe7e=w253, ตัวเลือก 3 $https://lh3.googleusercontent.com/gHi8iaq6E85UJvBu5oMUOtWhwiDg9uz-rBn5dPfuSYFsPaPIZYpVkKdXZiG530RzSdbpO53eyGSz5B-nkAmdOJaObrd5a-ZjTCBz1J1o9CiLbF_WCKSrgq5UPHqrGztj=w233, ตัวเลือก 4 $https://lh3.googleusercontent.com/tGCQgTWkYHnQhkVVXeobKEiClVliI0JzPJg9OtHHSJPJ9hnsVSxh7wcuXHNDTw3jAMDalSTVxqJ4mHFlbxtCrpGVf_5bO1S0HReQ4z080f39v6jH1JQ22vQdDtgWLyzP=w260",ตัวเลือก 1
กรณีมีรถเลี้ยวซ้ายและเลี้ยวขวาพร้อมกันในเส้นทางเดียวกันผู้ขับขี่ต้องทำอย่างไร,,"ผู้ที่จะเลี้ยวซ้ายต้องหยุดให้ทางแก่รถที่เลี้ยวมาจากทางขวาก่อน, ห้ามเลี้ยวซ้าย, ผู้ที่จะเลี้ยวซ้ายเลี้ยวได้ทันที, ผู้ที่จะเลี้ยวขวาต้องหยุดให้ทางแก่รถที่เลี้ยวมาจากทางด้านซ้ายก่อน",ผู้ที่จะเลี้ยวซ้ายต้องหยุดให้ทางแก่รถที่เลี้ยวมาจากทางขวาก่อน
ข้อใดเปิดไฟหน้ารถไม่ถูกต้อง,,"เมื่อมีควันไฟปกคลุมถนน, เมื่อต้องเร่งรีบไปทำงาน, เมื่อไม่สามารถมองเห็นทางข้างหน้าในระยะต่ำกว่า 150 เมตร, เมื่อฝนตกหนัก",เมื่อต้องเร่งรีบไปทำงาน
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh3.googleusercontent.com/j6Xnrtea2cKTpOWYgZDiMPK1gbxFh-ptf6_LHZKtJ7E3IWpYrdjfYLl7XiZdRiIgygm-RLtJ0d5ZdW-vfZQ_eEGyX-EWBYZtIkzRGCO9oDJjgej7wpV2xve4tPyNHW7L=w116,"ให้รถทุกชนิดกว้างเกินกำหนดผ่าน, ห้ามรถทุกชนิดยาวเกินกำหนดผ่าน, ห้ามรถทุกชนิดน้ำหนักเกิน 10 ตันผ่าน, ให้รถทุกชนิดน้ำหนักเกิน 10 ตันผ่าน",ห้ามรถทุกชนิดน้ำหนักเกิน 10 ตันผ่าน
เครื่องหมายนี้ หมายความว่าอย่างไร,https://lh6.googleusercontent.com/Apskg3zfPE-akJaJUt6l8MZrILujll1pxswMQFlB8oAA16uMCzPjVKkmv9-32x6DnUa5OjsfSPWnIvRSH8aTfIyyhj-H1wDzj5z6gZBLtlnXPSozpFaOpoehhk705qx0=w100,"สะพานเปิดได้, ผิวทางขรุขระ, เตือนรถกระโดด, ทางเป็นแอ่ง",สะพานเปิดได้
นาย ก.ได้รับการวินิจฉัยจากแพทย์ว่ามีอาการป่วยด้วยโรคพาร์กินสัน(มือสั่น) สามารถขับขี่ยานพาหนะได้หรือไม่,,"ได้, ได้เฉพาะรถสาธารณะ, ไม่ควร, ได้เฉพาะยานพาหนะส่วนตัว",ไม่ควร
ถ้าจะเติมน้ำในถังพักหม้อน้ำไม่ควรเติมน้ำชนิดใด,,"น้ำฝน, น้ำประปา, น้ำกลั่น, น้ำบาดาล",น้ำบาดาล
ในสถานที่เกิดเหตุ สิ่งสำคัญคือการช่วยเหลือผู้บาดเจ็บ ควรปฏิบัติอย่างไรเมื่อสถานการณ์ปลอดภัยแล้ว,,"เคลื่อนย้ายผู้ป่วยออกจากรถ, ห้ามเคลื่อนย้ายผู้บาดเจ็บ, สอบถามว่าอุบัติเหตุเกิดขึ้นได้อย่างไร, ให้ผู้บาดเจ็บรับประทานอะไรบางอย่าง",ห้ามเคลื่อนย้ายผู้บาดเจ็บ
จากรูป ในกรณีที่ไม่มีสัญญาณไฟจราจร รถคันสีแดงหรือรถคันสีเหลืองมีสิทธิที่จะได้ไปก่อน,https://lh3.googleusercontent.com/6fhPhxkhWWM1jZ4tP4H5OqtFYQZeZnI2uFluxhReyGWF6v_ooP36yU4jiFHXtxq4tsByxyfLUs9T4SS4xqFOf2yIV_BfoKWbrF2aSKWbhAT3XtgRv5tg7B7MEWFGPgCX=w182,"รถที่มีความเร็วสูงกว่า, รถคันสีแดง, รถคันสีเหลือง, รถที่มาถึงทางแยกก่อน",รถคันสีเหลือง
หากกำลังขับขี่รถอยู่บนถนน แล้วฝนเริ่มตก ผู้ขับขี่ควรปฏิบัติอย่างไร,,"เปิดไฟฉุกเฉินและรีบขับผ่านบริเวณนั้นไป, หยุดรถข้างทางทันที, ลดความเร็วของรถลง, เร่งความเร็วของรถเพื่อให้ผ่านฝนไปให้เร็ว",ลดความเร็วของรถลง
ในขณะขับรถผู้ขับขี่ต้องมีเอกสารใดใช้คู่กับใบอนุญาตขับรถ,,"บัตรประจำตัวประชาชน, สำเนาภาพถ่ายคู่มือจดทะเบียนรถ, สำเนาทะเบียนบ้าน, บัตรประกันสังคม",สำเนาภาพถ่ายคู่มือจดทะเบียนรถ
ผู้ที่ได้รับการผ่าตัดหัวใจ หรือมีประวัติภาวะกล้ามเนื้อหัวใจขาดเลือด สามารถขับขี่ยานพาหนะได้หรือไม่,,"ได้เฉพาะรถสาธารณะ, ได้ทุกกรณี, ไม่ควรทุกกรณี, ได้เฉพาะยานพาหนะส่วนตัว",ไม่ควรทุกกรณี
มารยาทที่ดีในการจอดรถ ควรปฏิบัติอย่างไร,,"จอดบริเวณที่มีเครื่องหมายห้ามจอด, จอดรถซ้อนคัน, จอดรถขวางทางเข้า-ออก, จอดไม่กีดขวางผู้อื่นและไม่ฝ่าฝืนกฎจราจร",จอดไม่กีดขวางผู้อื่นและไม่ฝ่าฝืนกฎจราจร
ข้อใดกล่าวไม่ถูกต้อง,,"เมื่อมีรถวิ่งสวนมาเวลากลางคืน ควรใช้ไฟต่ำ, การขับรถในเขตชุมชนต้องใช้ความระมัดระวังมากกว่าปกติ, เมื่อวิ่งตามหลังรถคันหน้าสามารถเปิดไฟสูงได้ เพราะไม่มีผลต่อการขับขี่ของรถคันหน้า, ช่วงเวลากลางคืน จะต้องใช้ความระมัดระวังมากกว่าปกติ",เมื่อวิ่งตามหลังรถคันหน้าสามารถเปิดไฟสูงได้ เพราะไม่มีผลต่อการขับขี่ของรถคันหน้า
เมื่อท่านพบรถประจำทางเปิดไฟเลี้ยวขวาเพื่อออกจากป้ายรถเมล์ ท่านควรปฏิบัติอย่างไร,https://lh4.googleusercontent.com/9-QD-Js7Sn0MhogPy2FKYYk8s12gZU6vNNcboCxhizk4bMynX_dAE2tpTJp1_33D1YX892yrNifUOgNvnIZm2kp8ZkpSjiJ_O-VHTu1f7I5GfCiaINafGdeYIX2VBdFK=w167,"เปิดไฟฉุกเฉิน เพื่อบอกให้รถประจำทางไปก่อน, ไม่ต้องสนใจและขับแซงรถประจำทางไปในทันที, บีบแตรหรือกะพริบไฟสูง, ชะลอความเร็วและให้รถประจำทางไปก่อน",ชะลอความเร็วและให้รถประจำทางไปก่อน
ห้ามมิให้ผู้ขับขี่รถแซงเพื่อขึ้นหน้ารถคันอื่นขณะที่มีหมอก ฝุ่น ฝน หรือควัน จนไม่อาจเห็นทางข้างหน้าได้ในระยะ เท่าใด,,"90 เมตร, 80 เมตร, 70 เมตร, 60 เมตร",60 เมตร
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh6.googleusercontent.com/4x1icJ11qzpKTQktjdB6b_IflPvKJ4GniB7iUfWqqNk6_nHe8yRZK4ilJHwh17g9m-5__uLyYO7mneFsg36hx-pm8O3WWEKYsBFMJc_QzqlWcN-o0IZ1cpQXVMkWczM3=w90,"ห้ามกลับรถไปทางขวา, ห้ามกลับรถไปทางซ้าย, ให้กลับรถไปทางซ้าย, ให้กลับรถไปทางขวา",ห้ามกลับรถไปทางซ้าย
การจอดรถต้องจอดให้ห่างจากขอบทางไม่เกินกี่เซนติเมตร,,"ห่างไม่เกิน 30 เซนติเมตร, ห่างไม่เกิน 35 เซนติเมตร, ห่างไม่เกิน 25 เซนติเมตร, ห่างไม่เกิน 40 เซนติเมตร",ห่างไม่เกิน 25 เซนติเมตร
ระบบเบรก ABS ช่วยลดโอกาสในการลื่นไถล ซึ่งมีส่วนสำคัญในสถานการณ์ใด,,"เมื่อทำการหยุดรถในสถานการณ์ปกติ, เมื่อขับรถบนถนนที่มีผิวถนนดี, เมื่อทำการหยุดรถในสถานการณ์ฉุกเฉิน, เมื่อขับรถลงทางลาดชัน",เมื่อทำการหยุดรถในสถานการณ์ฉุกเฉิน
เบรกมือควรใช้ในสถานการณ์ใด,,"ใช้จอดหรือหยุดรถบนทางลาดชัน, ใช้เมื่อขับรถลงทางลาดชัน, ใช้เพื่อชะลอความเร็ว, ใช้เมื่อต้องการหยุดรถกะทันหัน",ใช้จอดหรือหยุดรถบนทางลาดชัน
รถเสียจอดกีดขวาง รถคันสีเหลืองต้องปฏิบัติอย่าง,https://lh3.googleusercontent.com/FEgZwOl9WBSpFJqUfbYjdWOcdbgJ3Z3qRR-5Y8v_v_zkDeEHbLoMwU_7LDMHkjZU3AzgNsPZY9W5AG-obNi2IQdyT5WuspY0Fci1NXih24sw9wYiKhjHPvOOilQICuVE=w102,"ขับไปจอดต่อท้ายให้ชิดกับรถคันหน้ามากที่สุด, ขับไปจอดต่อท้ายรถที่เสียพร้อมกับเปิดสัญญาณไฟฉุกเฉิน, หยุดรถให้รถที่เปิดสัญญาณไฟเลี้ยวขวาไปก่อน, ให้สัญญาณแตรเสียงยาว",หยุดรถให้รถที่เปิดสัญญาณไฟเลี้ยวขวาไปก่อน
จากรูป หากท่านต้องการที่จะขับตรงผ่านไป ท่านควรระมัดระวังและปฏิบัติอย่างไร,https://lh6.googleusercontent.com/14kFpnSgxr6p7Lfdo6nZFtEfYIn7nghQxYiYaqKcnMiIsDkzCIWYmi6gzCrANj0yVJks3Ojiw6uSmK_MbaxmDqv6qEOrPdVaF70roBunbw30b7YURTEg9RoNMUwwRPZh=w206,"เร่งเครื่องยนต์เพื่อขับผ่านไปก่อน, ขับด้วยความเร็วเท่าเดิม, ชะลอรถและให้รถทางขวามือขับผ่านไปก่อน, ใช้ยางรถใหม่",ชะลอรถและให้รถทางขวามือขับผ่านไปก่อน
ข้อใดต่อไปนี้ รถจะสิ้นเปลืองเชื้อเพลิงมาก,,"ใช้ยางรถที่ต่างยี่ห้อกัน, ใช้ยางรถที่มีลมยางมากเกินไป, ใช้ยางรถที่มีลมยางน้อยเกินไป, ใช้ยางรถใหม่",ใช้ยางรถที่มีลมยางน้อยเกินไป
ในสถานการณ์ใดที่เสากระจกกันลมด้านหน้า (A pillars) จะบดบังทัศนวิสัยในการมองเห็น,,"เมื่อขับรถอยู่บนทางหลวงพิเศษ, เมื่อเข้าสู่ถนนเดินรถทางเดียว (one-way), เมื่อเข้าสู่ทางโค้งและทางแยก, เมื่อขับรถอยู่บนทางคู่",เมื่อเข้าสู่ทางโค้งและทางแยก
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh5.googleusercontent.com/AZDkOcyQ2e5Rh-exDRL7YC09KuSBsIhtblHtUt7lhDrObJjw5QkEP5qxKArb-8u7UVHjXY3DBLxX9qRdAqPixsPvZPpnPJqiKTQswTqV8-KDoCwapPKPKVw9mL6wwk89=w89,"ห้ามเลี้ยวซ้าย, ห้ามเลี้ยวขวา, ให้เลี้ยวซ้าย, ให้เลี้ยวขวา",ห้ามเลี้ยวขวา
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh4.googleusercontent.com/3TwNOIVxjQJhRcQK9ZuKYecqKElHx-JjBdeEgfglP11endLAhj5cFei-UO6Ppsc1nyIU3qthfrBZPNxnkpTQtALvgaMLbbVEuRvxm6ZavdpgmWc4hCrSE8cVZsfSb6Av=w86,"ให้รถยนต์ทุกชนิดผ่าน, ห้ามรถยนต์ทุกชนิดผ่าน, ให้รถจักรยานยนต์ผ่าน, ห้ามรถจักรยานยนต์ผ่าน",ห้ามรถจักรยานยนต์ผ่าน
ผู้ขับขี่ไม่ควรรับประทานยาแก้แพ้ก่อนขับขี่ ไม่ว่ากรณีใด ๆ ใช่หรือไม่,,"ขึ้นอยู่กับชนิดของยานพาหนะที่ขับขี่, ขึ้นอยู่กับอาหารการกิน, ใช่, ไม่ใช่",ใช่
ท่านควรใช้ไฟฉุกเฉินในกรณีใด,,"เมื่อท่านต้องการขับผ่านสี่แยกไปในทิศทางตรง, เมื่อรถของท่านเสีย, เมื่อท่านขับรถด้วยความเร็วต่ำขณะที่กำลังหลงทาง, เมื่อท่านขับรถด้วยความเร็วต่ำเนื่องจากฝนตกหนัก",เมื่อรถของท่านเสีย
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh3.googleusercontent.com/7dbnUZariJMs1Z01yZPRaPmLkWzf4hEe2tYuTiwnsyxxGB3luxPhJYAwcuY7-n3dfhnIz0MhSlxUQ9GB_0He94klAlnPV4ZR8J1dq9arDwMifNzJ5NGupMZv5NllJNGw=w76,"ห้ามขับรถแซงขึ้นหน้ารถคันอื่น ในเขตทางที่ติดตั้งป้าย, ให้ขับรถแซงคันอื่นได้เลย ในเขตที่มีเครื่องหมายนี้, ให้ทางแก่รถคันอื่นก่อน ในเขตที่มีเครื่องหมายนี้, ห้ามหยุดรถก่อน ในเขตที่มีเครื่องหมายนี้",ห้ามขับรถแซงขึ้นหน้ารถคันอื่น ในเขตทางที่ติดตั้งป้าย
ภาพในข้อใดต่อไปนี้ แสดงการเลี้ยวรถที่ถูกต้อง,,"ตัวเลือก 1 $https://lh5.googleusercontent.com/__VjqM-g3lrXPGic8wWtZTsYC1Opa6qxjHIK1PUkc5OfGIoaNFCCw2oLnhLS6fhHe7SjPC3g-PL-fh-HSNEcKaHg31Q6DYWUEzGEvJ7BOF_V7PhCwKMP1M6aqod7ylLd=w260, ตัวเลือก 2 $https://lh5.googleusercontent.com/xkJYGRUDnVqrpLAv6PB9qzq89RryFPtpJq2GcffVa04O-4EIc4GTgGwIcULrYaXb82MVqTex4ualxWa0Onf_h5jm9BN9mcWSb7KcVtaMqvCoYKI9TuwDF5B_Sa-geq06=w260, ตัวเลือก 3 $https://lh3.googleusercontent.com/D-15W0yUuqbJDGD8ZL2evWwrWdZdNgSj-1xJ0D-0LoSoGgnDYZ3s7OOm_jyJh9QBN9aXmyu12N63VpDjVq51uhtEu_k3uyLHCH3pFpyppWhqRGtapdPS4yW1TMj1nahZ=w260, ตัวเลือก 4 $https://lh5.googleusercontent.com/vhIXgKWv9lG4llIJMwgAh_YmjrCwQYXW-xRDP__WfKdBwhLvYILBMz2V789kvafh7QhbuIVRvLIdJQW5ocvFv1Ir0nsx89Ta7NySg8D9JFOm3kroizgSnoWlpwTwfK0U=w260",ตัวเลือก 3
ถ้าปรากฏสัญลักษณ์เตือนเครื่องยนต์ร้อนจัดไม่ควรปฏิบัติอย่างไร,,"เอาน้ำราดลงไปที่เครื่องยนต์จะทำให้เครื่องยนต์เย็น, ปิดแอร์ เปิดหน้าต่างและจอดรถ, เติมน้ำในถังหม้อพักน้ำเมื่อเครื่องยนต์เย็นลง, เปิดฝากระโปรงรถเพื่อระบายความร้อน",เอาน้ำราดลงไปที่เครื่องยนต์จะทำให้เครื่องยนต์เย็น
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh5.googleusercontent.com/cW4yPeTkHNmTwBQcU0vNv4JTt6qHPi27V931yypm9IltpVayS5McUh9Mgqt0a0GHJC2jF3tdt1Ip4EKy9a7t4OgFqXm_1spt6jugq6XrSPXKsNuIKaVJifxHUVcRhtTi=w85,"ห้ามขับรถยนต์ผ่าน, ให้ลดความเร็วแล้วขับรถเบี่ยงไปทางด้านซ้าย, ต้องหยุดรถตรงตำแหน่งป้ายและให้รถที่กำลังสวนทางมาผ่านไปก่อน, ให้ลดความเร็วแล้วขับรถเบี่ยงไปทางด้านขวา",ต้องหยุดรถตรงตำแหน่งป้ายและให้รถที่กำลังสวนทางมาผ่านไปก่อน
เมื่อพบเครื่องหมายนี้,https://lh4.googleusercontent.com/C03qpBOOVBUG_hoUSlrjQfO1YH2RnPMInPNoPAKEtkEzGSGSBtIliMdum4N_hRWHiyVVy09-y1z7iaTfSg9hwtFTHMll6WLRgFWcc7QYo4dtRSOyYygGVmIRv9nJKq76=w105,"ขับรถชิดไปด้านซ้ายด้วยความระมัดระวัง ทางข้างหน้าเป็นทางแคบด้านซ้าย, ขับรถชิดไปด้านซ้ายด้วยความระมัดระวัง ทางข้างหน้าเป็นทางลงลาดชัน, ขับรถชิดไปด้านซ้ายด้วยความระมัดระวัง ทางข้างหน้าเป็นทางแคบด้านขวา, ขับรถชิดไปด้านซ้ายด้วยความระมัดระวัง ทางข้างหน้าเป็นทางคู่มีเกาะ",ขับรถชิดไปด้านซ้ายด้วยความระมัดระวัง ทางข้างหน้าเป็นทางคู่มีเกาะ
